Date,Open,High,Low,Close,Volume,Adj Close
2000-02-01,74.904221,74.904221,74.904221,74.904221,0.0,74.904221
2000-02-02,75.584686,75.584686,75.584686,75.584686,0.0,75.584686
2000-02-03,76.238053,76.238053,76.238053,76.238053,0.0,76.238053
2000-02-04,76.838302,76.838302,76.838302,76.838302,0.0,76.838302
2000-02-07,77.361531,77.361531,77.361531,77.361531,0.0,77.361531
2000-02-08,77.786902,77.786902,77.786902,77.786902,0.0,77.786902
2000-02-09,78.097476,78.097476,78.097476,78.097476,0.0,78.097476
2000-02-10,78.280885,78.280885,78.280885,78.280885,0.0,78.280885
2000-02-11,78.329825,78.329825,78.329825,78.329825,0.0,78.329825
2000-02-14,78.242347,78.242347,78.242347,78.242347,0.0,78.242347
2000-02-15,78.021935,78.021935,78.021935,78.021935,0.0,78.021935
2000-02-16,77.677366,77.677366,77.677366,77.677366,0.0,77.677366
2000-02-17,77.222362,77.222362,77.222362,77.222362,0.0,77.222362
2000-02-18,76.675043,76.675043,76.675043,76.675043,0.0,76.675043
2000-02-22,76.057205,76.057205,76.057205,76.057205,0.0,76.057205
2000-02-23,75.393451,75.393451,75.393451,75.393451,0.0,75.393451
2000-02-24,74.710214,74.710214,74.710214,74.710214,0.0,74.710214
2000-02-25,74.034703,74.034703,74.034703,74.034703,0.0,74.034703
2000-02-28,73.393820,73.393820,73.393820,73.393820,0.0,73.393820
2000-02-29,72.813085,72.813085,72.813085,72.813085,0.0,72.813085
2000-03-01,72.315625,72.315625,72.315625,72.315625,0.0,72.315625
2000-03-02,71.921251,71.921251,71.921251,71.921251,0.0,71.921251
2000-03-03,71.645668,71.645668,71.645668,71.645668,0.0,71.645668
2000-03-06,71.499850,71.499850,71.499850,71.499850,0.0,71.499850
2000-03-07,71.489605,71.489605,71.489605,71.489605,0.0,71.489605
2000-03-08,71.615340,71.615340,71.615340,71.615340,0.0,71.615340
2000-03-09,71.872048,71.872048,71.872048,71.872048,0.0,71.872048
2000-03-10,72.249507,72.249507,72.249507,72.249507,0.0,72.249507
2000-03-13,72.732684,72.732684,72.732684,72.732684,0.0,72.732684
2000-03-14,73.302338,73.302338,73.302338,73.302338,0.0,73.302338
2000-03-15,73.935785,73.935785,73.935785,73.935785,0.0,73.935785
