Date,Open,High,Low,Close,Volume,Adj Close
2000-02-01,455.513541,455.513541,455.513541,455.513541,0.0,455.513541
2000-02-02,457.317301,457.317301,457.317301,457.317301,0.0,457.317301
2000-02-03,458.981668,458.981668,458.981668,458.981668,0.0,458.981668
2000-02-04,460.378022,460.378022,460.378022,460.378022,0.0,460.378022
2000-02-07,461.398456,461.398456,461.398456,461.398456,0.0,461.398456
2000-02-08,461.964111,461.964111,461.964111,461.964111,0.0,461.964111
2000-02-09,462.031274,462.031274,462.031274,462.031274,0.0,462.031274
2000-02-10,461.594755,461.594755,461.594755,461.594755,0.0,461.594755
2000-02-11,460.688287,460.688287,460.688287,460.688287,0.0,460.688287
2000-02-14,459.381922,459.381922,459.381922,459.381922,0.0,459.381922
2000-02-15,457.776613,457.776613,457.776613,457.776613,0.0,457.776613
2000-02-16,455.996417,455.996417,455.996417,455.996417,0.0,455.996417
2000-02-17,454.178905,454.178905,454.178905,454.178905,0.0,454.178905
2000-02-18,452.464532,452.464532,452.464532,452.464532,0.0,452.464532
2000-02-22,450.985782,450.985782,450.985782,450.985782,0.0,450.985782
2000-02-23,449.856932,449.856932,449.856932,449.856932,0.0,449.856932
2000-02-24,449.165217,449.165217,449.165217,449.165217,0.0,449.165217
2000-02-25,448.964093,448.964093,448.964093,448.964093,0.0,448.964093
2000-02-28,449.269102,449.269102,449.269102,449.269102,0.0,449.269102
2000-02-29,450.056674,450.056674,450.056674,450.056674,0.0,450.056674
2000-03-01,451.265945,451.265945,451.265945,451.265945,0.0,451.265945
2000-03-02,452.803465,452.803465,452.803465,452.803465,0.0,452.803465
2000-03-03,454.550416,454.550416,454.550416,454.550416,0.0,454.550416
2000-03-06,456.371797,456.371797,456.371797,456.371797,0.0,456.371797
2000-03-07,458.126852,458.126852,458.126852,458.126852,0.0,458.126852
2000-03-08,459.679954,459.679954,459.679954,459.679954,0.0,459.679954
2000-03-09,460.911081,460.911081,460.911081,460.911081,0.0,460.911081
2000-03-10,461.725093,461.725093,461.725093,461.725093,0.0,461.725093
2000-03-13,462.059084,462.059084,462.059084,462.059084,0.0,462.059084
2000-03-14,461.887244,461.887244,461.887244,461.887244,0.0,461.887244
2000-03-15,461.222852,461.222852,461.222852,461.222852,0.0,461.222852
2000-03-16,460.117252,460.117252,460.117252,460.117252,0.0,460.117252
2000-03-17,458.655883,458.655883,458.655883,458.655883,0.0,458.655883
2000-03-20,456.951678,456.951678,456.951678,456.951678,0.0,456.951678
2000-03-21,455.136335,455.136335,455.136335,455.136335,0.0,455.136335
2000-03-22,453.350142,453.350142,453.350142,453.350142,0.0,453.350142
2000-03-23,451.731135,451.731135,451.731135,451.731135,0.0,451.731135
2000-03-24,450.404426,450.404426,450.404426,450.404426,0.0,450.404426
2000-03-27,449.472544,449.472544,449.472544,449.472544,0.0,449.472544
2000-03-28,449.007502,449.007502,449.007502,449.007502,0.0,449.007502
2000-03-29,449.045239,449.045239,449.045239,449.045239,0.0,449.045239
2000-03-30,449.582838,449.582838,449.582838,449.582838,0.0,449.582838
2000-03-31,450.578754,450.578754,450.578754,450.578754,0.0,450.578754
2000-04-03,451.956024,451.956024,451.956024,451.956024,0.0,451.956024
2000-04-04,453.608215,453.608215,453.608215,453.608215,0.0,453.608215
2000-04-05,455.407647,455.407647,455.407647,455.407647,0.0,455.407647
2000-04-06,457.215262,457.215262,457.215262,457.215262,0.0,457.215262
2000-04-07,458.891371,458.891371,458.891371,458.891371,0.0,458.891371
2000-04-10,460.306445,460.306445,460.306445,460.306445,0.0,460.306445
2000-04-11,461.351130,461.351130,461.351130,461.351130,0.0,461.351130
2000-04-12,461.944693,461.944693,461.944693,461.944693,0.0,461.944693
2000-04-13,462.041265,462.041265,462.041265,462.041265,0.0,462.041265
2000-04-14,461.633382,461.633382,461.633382,461.633382,0.0,461.633382
2000-04-17,460.752567,460.752567,460.752567,460.752567,0.0,460.752567
2000-04-18,459.466886,459.466886,459.466886,459.466886,0.0,459.466886
2000-04-19,457.875695,457.875695,457.875695,457.875695,0.0,457.875695
2000-04-20,456.101960,456.101960,456.101960,456.101960,0.0,456.101960
2000-04-24,454.282753,454.282753,454.282753,454.282753,0.0,454.282753
2000-04-25,452.558660,452.558660,452.558660,452.558660,0.0,452.558660
2000-04-26,451.062916,451.062916,451.062916,451.062916,0.0,451.062916
2000-04-27,449.911111,449.911111,449.911111,449.911111,0.0,449.911111
2000-04-28,449.192255,449.192255,449.192255,449.192255,0.0,449.192255
2000-05-01,448.961899,448.961899,448.961899,448.961899,0.0,448.961899
2000-05-02,449.237847,449.237847,449.237847,449.237847,0.0,449.237847
2000-05-03,449.998772,449.998772,449.998772,449.998772,0.0,449.998772
2000-05-04,451.185871,451.185871,451.185871,451.185871,0.0,451.185871
2000-05-05,452.707407,452.707407,452.707407,452.707407,0.0,452.707407
2000-05-08,454.445798,454.445798,454.445798,454.445798,0.0,454.445798
2000-05-09,456.266703,456.266703,456.266703,456.266703,0.0,456.266703
2000-05-10,458.029404,458.029404,458.029404,458.029404,0.0,458.029404
2000-05-11,459.597682,459.597682,459.597682,459.597682,0.0,459.597682
2000-05-12,460.850344,460.850344,460.850344,460.850344,0.0,460.850344
2000-05-15,461.690584,461.690584,461.690584,461.690584,0.0,461.690584
2000-05-16,462.053470,462.053470,462.053470,462.053470,0.0,462.053470
2000-05-17,461.910958,461.910958,461.910958,461.910958,0.0,461.910958
2000-05-18,461.274063,461.274063,461.274063,461.274063,0.0,461.274063
2000-05-19,460.192001,460.192001,460.192001,460.192001,0.0,460.192001
2000-05-22,458.748394,458.748394,458.748394,458.748394,0.0,458.748394
2000-05-23,457.054802,457.054802,457.054802,457.054802,0.0,457.054802
2000-05-24,455.242103,455.242103,455.242103,455.242103,0.0,455.242103
2000-05-25,453.450381,453.450381,453.450381,453.450381,0.0,453.450381
2000-05-26,451.818096,451.818096,451.818096,451.818096,0.0,451.818096
2000-05-30,450.471392,450.471392,450.471392,450.471392,0.0,450.471392
2000-05-31,449.514338,449.514338,449.514338,449.514338,0.0,449.514338
2000-06-01,449.020895,449.020895,449.020895,449.020895,0.0,449.020895
2000-06-02,449.029195,449.029195,449.029195,449.029195,0.0,449.029195
2000-06-05,449.538598,449.538598,449.538598,449.538598,0.0,449.538598
2000-06-06,450.509736,450.509736,450.509736,450.509736,0.0,450.509736
2000-06-07,451.867563,451.867563,451.867563,451.867563,0.0,451.867563
2000-06-08,453.507146,453.507146,453.507146,453.507146,0.0,453.507146
2000-06-09,455.301780,455.301780,455.301780,455.301780,0.0,455.301780
2000-06-12,457.112780,457.112780,457.112780,457.112780,0.0,457.112780
2000-06-13,458.800192,458.800192,458.800192,458.800192,0.0,458.800192
2000-06-14,460.233616,460.233616,460.233616,460.233616,0.0,460.233616
2000-06-15,461.302278,461.302278,461.302278,461.302278,0.0,461.302278
2000-06-16,461.923595,461.923595,461.923595,461.923595,0.0,461.923595
2000-06-19,462.049550,462.049550,462.049550,462.049550,0.0,462.049550
2000-06-20,461.670411,461.670411,461.670411,461.670411,0.0,461.670411
2000-06-21,460.815477,460.815477,460.815477,460.815477,0.0,460.815477
2000-06-22,459.550816,459.550816,459.550816,459.550816,0.0,459.550816
2000-06-23,457.974160,457.974160,457.974160,457.974160,0.0,457.974160
2000-06-26,456.207350,456.207350,456.207350,456.207350,0.0,456.207350
2000-06-27,454.386923,454.386923,454.386923,454.386923,0.0,454.386923
2000-06-28,452.653560,452.653560,452.653560,452.653560,0.0,452.653560
2000-06-29,451.141213,451.141213,451.141213,451.141213,0.0,451.141213
2000-06-30,449.966754,449.966754,449.966754,449.966754,0.0,449.966754
2000-07-03,449.220943,449.220943,449.220943,449.220943,0.0,449.220943
2000-07-05,448.961417,448.961417,448.961417,448.961417,0.0,448.961417
2000-07-06,449.208230,449.208230,449.208230,449.208230,0.0,449.208230
2000-07-07,449.942310,449.942310,449.942310,449.942310,0.0,449.942310
2000-07-10,451.106927,451.106927,451.106927,451.106927,0.0,451.106927
2000-07-11,452.612083,452.612083,452.612083,452.612083,0.0,452.612083
2000-07-12,454.341459,454.341459,454.341459,454.341459,0.0,454.341459
2000-07-13,456.161412,456.161412,456.161412,456.161412,0.0,456.161412
2000-07-14,457.931298,457.931298,457.931298,457.931298,0.0,457.931298
2000-07-17,459.514344,459.514344,459.514344,459.514344,0.0,459.514344
2000-07-18,460.788212,460.788212,460.788212,460.788212,0.0,460.788212
2000-07-19,461.654461,461.654461,461.654461,461.654461,0.0,461.654461
2000-07-20,462.046147,462.046147,462.046147,462.046147,0.0,462.046147
2000-07-21,461.933001,461.933001,461.933001,461.933001,0.0,461.933001
2000-07-24,461.323768,461.323768,461.323768,461.323768,0.0,461.323768
2000-07-25,460.265528,460.265528,460.265528,460.265528,0.0,460.265528
2000-07-26,458.840061,458.840061,458.840061,458.840061,0.0,458.840061
2000-07-27,457.157524,457.157524,457.157524,457.157524,0.0,457.157524
2000-07-28,455.347942,455.347942,455.347942,455.347942,0.0,455.347942
2000-07-31,453.551158,453.551158,453.551158,453.551158,0.0,453.551158
2000-08-01,451.906024,451.906024,451.906024,451.906024,0.0,451.906024
2000-08-02,450.539674,450.539674,450.539674,450.539674,0.0,450.539674
2000-08-03,449.557699,449.557699,449.557699,449.557699,0.0,449.557699
2000-08-04,449.035984,449.035984,449.035984,449.035984,0.0,449.035984
2000-08-07,449.014846,449.014846,449.014846,449.014846,0.0,449.014846
2000-08-08,449.495919,449.495919,449.495919,449.495919,0.0,449.495919
2000-08-09,450.442026,450.442026,450.442026,450.442026,0.0,450.442026
2000-08-10,451.780054,451.780054,451.780054,451.780054,0.0,451.780054
2000-08-11,453.406600,453.406600,453.406600,453.406600,0.0,453.406600
2000-08-14,455.195969,455.195969,455.195969,455.195969,0.0,455.195969
2000-08-15,457.009879,457.009879,457.009879,457.009879,0.0,457.009879
2000-08-16,458.708154,458.708154,458.708154,458.708154,0.0,458.708154
2000-08-17,460.159553,460.159553,460.159553,460.159553,0.0,460.159553
2000-08-18,461.251915,461.251915,461.251915,461.251915,0.0,461.251915
2000-08-21,461.900822,461.900822,461.900822,461.900822,0.0,461.900822
2000-08-22,462.056128,462.056128,462.056128,462.056128,0.0,462.056128
2000-08-23,461.705832,461.705832,461.705832,461.705832,0.0,461.705832
2000-08-24,460.877003,460.877003,460.877003,460.877003,0.0,460.877003
2000-08-25,459.633692,459.633692,459.633692,459.633692,0.0,459.633692
2000-08-28,458.071982,458.071982,458.071982,458.071982,0.0,458.071982
2000-08-29,456.312558,456.312558,456.312558,456.312558,0.0,456.312558
2000-08-30,454.491388,454.491388,454.491388,454.491388,0.0,454.491388
2000-08-31,452.749208,452.749208,452.749208,452.749208,0.0,452.749208
2000-09-01,451.220652,451.220652,451.220652,451.220652,0.0,451.220652
2000-09-05,450.023846,450.023846,450.023846,450.023846,0.0,450.023846
2000-09-06,449.251276,449.251276,449.251276,449.251276,0.0,449.251276
2000-09-07,448.962646,448.962646,448.962646,448.962646,0.0,448.962646
2000-09-08,449.180261,449.180261,449.180261,449.180261,0.0,449.180261
2000-09-11,449.887304,449.887304,449.887304,449.887304,0.0,449.887304
2000-09-12,451.029135,451.029135,451.029135,451.029135,0.0,451.029135
2000-09-13,452.517516,452.517516,452.517516,452.517516,0.0,452.517516
2000-09-14,454.237425,454.237425,454.237425,454.237425,0.0,454.237425
2000-09-15,456.055952,456.055952,456.055952,456.055952,0.0,456.055952
2000-09-18,457.832561,457.832561,457.832561,457.832561,0.0,457.832561
2000-09-19,459.429960,459.429960,459.429960,459.429960,0.0,459.429960
2000-09-20,460.724703,460.724703,460.724703,460.724703,0.0,460.724703
2000-09-21,461.616733,461.616733,461.616733,461.616733,0.0,461.616733
2000-09-22,462.037117,462.037117,462.037117,462.037117,0.0,462.037117
2000-09-25,461.953367,461.953367,461.953367,461.953367,0.0,461.953367
2000-09-26,461.371956,461.371956,461.371956,461.371956,0.0,461.371956
2000-09-27,460.337814,460.337814,460.337814,460.337814,0.0,460.337814
2000-09-28,458.930858,458.930858,458.930858,458.930858,0.0,458.930858
2000-09-29,457.259816,457.259816,457.259816,457.259816,0.0,457.259816
2000-10-02,455.453824,455.453824,455.453824,455.453824,0.0,455.453824
2000-10-03,453.652447,453.652447,453.652447,453.652447,0.0,453.652447
2000-10-04,451.994893,451.994893,451.994893,451.994893,0.0,451.994893
2000-10-05,450.609256,450.609256,450.609256,450.609256,0.0,450.609256
2000-10-06,449.602616,449.602616,449.602616,449.602616,0.0,449.602616
2000-10-09,449.052764,449.052764,449.052764,449.052764,0.0,449.052764
2000-10-10,449.002194,449.002194,449.002194,449.002194,0.0,449.002194
2000-10-11,449.454812,449.454812,449.454812,449.454812,0.0,449.454812
2000-10-12,450.375640,450.375640,450.375640,450.375640,0.0,450.375640
2000-10-13,451.693520,451.693520,451.693520,451.693520,0.0,451.693520
2000-10-16,453.306606,453.306606,453.306606,453.306606,0.0,453.306606
2000-10-17,455.090241,455.090241,455.090241,455.090241,0.0,455.090241
2000-10-18,456.906588,456.906588,456.906588,456.906588,0.0,456.906588
2000-10-19,458.615282,458.615282,458.615282,458.615282,0.0,458.615282
2000-10-20,460.084278,460.084278,460.084278,460.084278,0.0,460.084278
2000-10-23,461.200053,461.200053,461.200053,461.200053,0.0,461.200053
2000-10-24,461.876381,461.876381,461.876381,461.876381,0.0,461.876381
2000-10-25,462.060998,462.060998,462.060998,462.060998,0.0,462.060998
