Date,Open,High,Low,Close,Volume,Adj Close
2000-02-01,111.513093,111.513093,111.513093,111.513093,0.0,111.513093
2000-02-02,112.381262,112.381262,112.381262,112.381262,0.0,112.381262
2000-02-03,113.238520,113.238520,113.238520,113.238520,0.0,113.238520
2000-02-04,114.074089,114.074089,114.074089,114.074089,0.0,114.074089
2000-02-07,114.877469,114.877469,114.877469,114.877469,0.0,114.877469
2000-02-08,115.638560,115.638560,115.638560,115.638560,0.0,115.638560
2000-02-09,116.347797,116.347797,116.347797,116.347797,0.0,116.347797
2000-02-10,116.996264,116.996264,116.996264,116.996264,0.0,116.996264
2000-02-11,117.575811,117.575811,117.575811,117.575811,0.0,117.575811
2000-02-14,118.079153,118.079153,118.079153,118.079153,0.0,118.079153
2000-02-15,118.499964,118.499964,118.499964,118.499964,0.0,118.499964
2000-02-16,118.832954,118.832954,118.832954,118.832954,0.0,118.832954
2000-02-17,119.073938,119.073938,119.073938,119.073938,0.0,119.073938
2000-02-18,119.219886,119.219886,119.219886,119.219886,0.0,119.219886
2000-02-22,119.268965,119.268965,119.268965,119.268965,0.0,119.268965
2000-02-23,119.220556,119.220556,119.220556,119.220556,0.0,119.220556
2000-02-24,119.075270,119.075270,119.075270,119.075270,0.0,119.075270
2000-02-25,118.834932,118.834932,118.834932,118.834932,0.0,118.834932
2000-02-28,118.502562,118.502562,118.502562,118.502562,0.0,118.502562
2000-02-29,118.082339,118.082339,118.082339,118.082339,0.0,118.082339
2000-03-01,117.579544,117.579544,117.579544,117.579544,0.0,117.579544
2000-03-02,117.000498,117.000498,117.000498,117.000498,0.0,117.000498
2000-03-03,116.352478,116.352478,116.352478,116.352478,0.0,116.352478
2000-03-06,115.643630,115.643630,115.643630,115.643630,0.0,115.643630
2000-03-07,114.882864,114.882864,114.882864,114.882864,0.0,114.882864
2000-03-08,114.079742,114.079742,114.079742,114.079742,0.0,114.079742
2000-03-09,113.244358,113.244358,113.244358,113.244358,0.0,113.244358
2000-03-10,112.387214,112.387214,112.387214,112.387214,0.0,112.387214
2000-03-13,111.519082,111.519082,111.519082,111.519082,0.0,111.519082
2000-03-14,110.650875,110.650875,110.650875,110.650875,0.0,110.650875
2000-03-15,109.793505,109.793505,109.793505,109.793505,0.0,109.793505
2000-03-16,108.957750,108.957750,108.957750,108.957750,0.0,108.957750
2000-03-17,108.154114,108.154114,108.154114,108.154114,0.0,108.154114
2000-03-20,107.392698,107.392698,107.392698,107.392698,0.0,107.392698
2000-03-21,106.683073,106.683073,106.683073,106.683073,0.0,106.683073
2000-03-22,106.034159,106.034159,106.034159,106.034159,0.0,106.034159
2000-03-23,105.454112,105.454112,105.454112,105.454112,0.0,105.454112
2000-03-24,104.950222,104.950222,104.950222,104.950222,0.0,104.950222
2000-03-27,104.528824,104.528824,104.528824,104.528824,0.0,104.528824
2000-03-28,104.195213,104.195213,104.195213,104.195213,0.0,104.195213
2000-03-29,103.953585,103.953585,103.953585,103.953585,0.0,103.953585
2000-03-30,103.806974,103.806974,103.806974,103.806974,0.0,103.806974
2000-03-31,103.757225,103.757225,103.757225,103.757225,0.0,103.757225
2000-04-03,103.804963,103.804963,103.804963,103.804963,0.0,103.804963
2000-04-04,103.949587,103.949587,103.949587,103.949587,0.0,103.949587
2000-04-05,104.189280,104.189280,104.189280,104.189280,0.0,104.189280
2000-04-06,104.521029,104.521029,104.521029,104.521029,0.0,104.521029
2000-04-07,104.940665,104.940665,104.940665,104.940665,0.0,104.940665
2000-04-10,105.442911,105.442911,105.442911,105.442911,0.0,105.442911
2000-04-11,106.021456,106.021456,106.021456,106.021456,0.0,106.021456
2000-04-12,106.669028,106.669028,106.669028,106.669028,0.0,106.669028
2000-04-13,107.377487,107.377487,107.377487,107.377487,0.0,107.377487
2000-04-14,108.137928,108.137928,108.137928,108.137928,0.0,108.137928
2000-04-17,108.940793,108.940793,108.940793,108.940793,0.0,108.940793
2000-04-18,109.775990,109.775990,109.775990,109.775990,0.0,109.775990
2000-04-19,110.633021,110.633021,110.633021,110.633021,0.0,110.633021
2000-04-20,111.501114,111.501114,111.501114,111.501114,0.0,111.501114
2000-04-24,112.369358,112.369358,112.369358,112.369358,0.0,112.369358
2000-04-25,113.226839,113.226839,113.226839,113.226839,0.0,113.226839
2000-04-26,114.062780,114.062780,114.062780,114.062780,0.0,114.062780
2000-04-27,114.866672,114.866672,114.866672,114.866672,0.0,114.866672
2000-04-28,115.628412,115.628412,115.628412,115.628412,0.0,115.628412
2000-05-01,116.338424,116.338424,116.338424,116.338424,0.0,116.338424
2000-05-02,116.987786,116.987786,116.987786,116.987786,0.0,116.987786
2000-05-03,117.568333,117.568333,117.568333,117.568333,0.0,117.568333
2000-05-04,118.072770,118.072770,118.072770,118.072770,0.0,118.072770
2000-05-05,118.494755,118.494755,118.494755,118.494755,0.0,118.494755
2000-05-08,118.828986,118.828986,118.828986,118.828986,0.0,118.828986
2000-05-09,119.071259,119.071259,119.071259,119.071259,0.0,119.071259
2000-05-10,119.218531,119.218531,119.218531,119.218531,0.0,119.218531
2000-05-11,119.268951,119.268951,119.268951,119.268951,0.0,119.268951
2000-05-12,119.221883,119.221883,119.221883,119.221883,0.0,119.221883
2000-05-15,119.077921,119.077921,119.077921,119.077921,0.0,119.077921
2000-05-16,118.838874,118.838874,118.838874,118.838874,0.0,118.838874
2000-05-17,118.507746,118.507746,118.507746,118.507746,0.0,118.507746
2000-05-18,118.088699,118.088699,118.088699,118.088699,0.0,118.088699
2000-05-19,117.587000,117.587000,117.587000,117.587000,0.0,117.587000
2000-05-22,117.008957,117.008957,117.008957,117.008957,0.0,117.008957
2000-05-23,116.361833,116.361833,116.361833,116.361833,0.0,116.361833
2000-05-24,115.653764,115.653764,115.653764,115.653764,0.0,115.653764
2000-05-25,114.893649,114.893649,114.893649,114.893649,0.0,114.893649
2000-05-26,114.091042,114.091042,114.091042,114.091042,0.0,114.091042
2000-05-30,113.256032,113.256032,113.256032,113.256032,0.0,113.256032
2000-05-31,112.399115,112.399115,112.399115,112.399115,0.0,112.399115
2000-06-01,111.531060,111.531060,111.531060,111.531060,0.0,111.531060
2000-06-02,110.662780,110.662780,110.662780,110.662780,0.0,110.662780
2000-06-05,109.805188,109.805188,109.805188,109.805188,0.0,109.805188
2000-06-06,108.969063,108.969063,108.969063,108.969063,0.0,108.969063
2000-06-07,108.164915,108.164915,108.164915,108.164915,0.0,108.164915
2000-06-08,107.402851,107.402851,107.402851,107.402851,0.0,107.402851
2000-06-09,106.692451,106.692451,106.692451,106.692451,0.0,106.692451
2000-06-12,106.042644,106.042644,106.042644,106.042644,0.0,106.042644
2000-06-13,105.461596,105.461596,105.461596,105.461596,0.0,105.461596
2000-06-14,104.956613,104.956613,104.956613,104.956613,0.0,104.956613
2000-06-15,104.534040,104.534040,104.534040,104.534040,0.0,104.534040
2000-06-16,104.199191,104.199191,104.199191,104.199191,0.0,104.199191
2000-06-19,103.956272,103.956272,103.956272,103.956272,0.0,103.956272
2000-06-20,103.808338,103.808338,103.808338,103.808338,0.0,103.808338
2000-06-21,103.757249,103.757249,103.757249,103.757249,0.0,103.757249
