Date,Open,High,Low,Close,Volume,Adj Close
2000-02-01,64.932479,64.932479,64.932479,64.932479,0.0,64.932479
2000-02-02,66.607839,66.607839,66.607839,66.607839,0.0,66.607839
2000-02-03,68.269041,68.269041,68.269041,68.269041,0.0,68.269041
2000-02-04,69.902043,69.902043,69.902043,69.902043,0.0,69.902043
2000-02-07,71.493046,71.493046,71.493046,71.493046,0.0,71.493046
2000-02-08,73.028603,73.028603,73.028603,73.028603,0.0,73.028603
2000-02-09,74.495736,74.495736,74.495736,74.495736,0.0,74.495736
2000-02-10,75.882045,75.882045,75.882045,75.882045,0.0,75.882045
2000-02-11,77.175815,77.175815,77.175815,77.175815,0.0,77.175815
2000-02-14,78.366112,78.366112,78.366112,78.366112,0.0,78.366112
2000-02-15,79.442874,79.442874,79.442874,79.442874,0.0,79.442874
2000-02-16,80.397004,80.397004,80.397004,80.397004,0.0,80.397004
2000-02-17,81.220435,81.220435,81.220435,81.220435,0.0,81.220435
2000-02-18,81.906211,81.906211,81.906211,81.906211,0.0,81.906211
2000-02-22,82.448534,82.448534,82.448534,82.448534,0.0,82.448534
2000-02-23,82.842821,82.842821,82.842821,82.842821,0.0,82.842821
2000-02-24,83.085740,83.085740,83.085740,83.085740,0.0,83.085740
2000-02-25,83.175238,83.175238,83.175238,83.175238,0.0,83.175238
2000-02-28,83.110559,83.110559,83.110559,83.110559,0.0,83.110559
2000-02-29,82.892249,82.892249,82.892249,82.892249,0.0,82.892249
2000-03-01,82.522153,82.522153,82.522153,82.522153,0.0,82.522153
2000-03-02,82.003399,82.003399,82.003399,82.003399,0.0,82.003399
2000-03-03,81.340372,81.340372,81.340372,81.340372,0.0,81.340372
2000-03-06,80.538674,80.538674,80.538674,80.538674,0.0,80.538674
2000-03-07,79.605081,79.605081,79.605081,79.605081,0.0,79.605081
2000-03-08,78.547485,78.547485,78.547485,78.547485,0.0,78.547485
2000-03-09,77.374821,77.374821,77.374821,77.374821,0.0,77.374821
2000-03-10,76.097002,76.097002,76.097002,76.097002,0.0,76.097002
2000-03-13,74.724827,74.724827,74.724827,74.724827,0.0,74.724827
2000-03-14,73.269893,73.269893,73.269893,73.269893,0.0,73.269893
2000-03-15,71.744495,71.744495,71.744495,71.744495,0.0,71.744495
2000-03-16,70.161527,70.161527,70.161527,70.161527,0.0,70.161527
2000-03-17,68.534365,68.534365,68.534365,68.534365,0.0,68.534365
2000-03-20,66.876762,66.876762,66.876762,66.876762,0.0,66.876762
2000-03-21,65.202727,65.202727,65.202727,65.202727,0.0,65.202727
2000-03-22,63.526408,63.526408,63.526408,63.526408,0.0,63.526408
2000-03-23,61.861973,61.861973,61.861973,61.861973,0.0,61.861973
2000-03-24,60.223488,60.223488,60.223488,60.223488,0.0,60.223488
2000-03-27,58.624800,58.624800,58.624800,58.624800,0.0,58.624800
2000-03-28,57.079421,57.079421,57.079421,57.079421,0.0,57.079421
2000-03-29,55.600412,55.600412,55.600412,55.600412,0.0,55.600412
2000-03-30,54.200272,54.200272,54.200272,54.200272,0.0,54.200272
2000-03-31,52.890835,52.890835,52.890835,52.890835,0.0,52.890835
2000-04-03,51.683167,51.683167,51.683167,51.683167,0.0,51.683167
2000-04-04,50.587474,50.587474,50.587474,50.587474,0.0,50.587474
2000-04-05,49.613018,49.613018,49.613018,49.613018,0.0,49.613018
2000-04-06,48.768032,48.768032,48.768032,48.768032,0.0,48.768032
2000-04-07,48.059660,48.059660,48.059660,48.059660,0.0,48.059660
2000-04-10,47.493887,47.493887,47.493887,47.493887,0.0,47.493887
2000-04-11,47.075495,47.075495,47.075495,47.075495,0.0,47.075495
2000-04-12,46.808020,46.808020,46.808020,46.808020,0.0,46.808020
2000-04-13,46.693722,46.693722,46.693722,46.693722,0.0,46.693722
2000-04-14,46.733569,46.733569,46.733569,46.733569,0.0,46.733569
2000-04-17,46.927222,46.927222,46.927222,46.927222,0.0,46.927222
2000-04-18,47.273045,47.273045,47.273045,47.273045,0.0,47.273045
2000-04-19,47.768116,47.768116,47.768116,47.768116,0.0,47.768116
2000-04-20,48.408250,48.408250,48.408250,48.408250,0.0,48.408250
2000-04-24,49.188038,49.188038,49.188038,49.188038,0.0,49.188038
2000-04-25,50.100889,50.100889,50.100889,50.100889,0.0,50.100889
2000-04-26,51.139088,51.139088,51.139088,51.139088,0.0,51.139088
2000-04-27,52.293860,52.293860,52.293860,52.293860,0.0,52.293860
