Date,Open,High,Low,Close,Volume,Adj Close
2000-02-01,465.701399,465.701399,465.701399,465.701399,0.0,465.701399
2000-02-02,468.044975,468.044975,468.044975,468.044975,0.0,468.044975
2000-02-03,470.262698,470.262698,470.262698,470.262698,0.0,470.262698
2000-02-04,472.235475,472.235475,472.235475,472.235475,0.0,472.235475
2000-02-07,473.857365,473.857365,473.857365,473.857365,0.0,473.857365
2000-02-08,475.041272,475.041272,475.041272,475.041272,0.0,475.041272
2000-02-09,475.723617,475.723617,475.723617,475.723617,0.0,475.723617
2000-02-10,475.867758,475.867758,475.867758,475.867758,0.0,475.867758
2000-02-11,475.465956,475.465956,475.465956,475.465956,0.0,475.465956
2000-02-14,474.539786,474.539786,474.539786,474.539786,0.0,474.539786
2000-02-15,473.138986,473.138986,473.138986,473.138986,0.0,473.138986
2000-02-16,471.338780,471.338780,471.338780,471.338780,0.0,471.338780
2000-02-17,469.235840,469.235840,469.235840,469.235840,0.0,469.235840
2000-02-18,466.943098,466.943098,466.943098,466.943098,0.0,466.943098
2000-02-22,464.583674,464.583674,464.583674,464.583674,0.0,464.583674
2000-02-23,462.284274,462.284274,462.284274,462.284274,0.0,462.284274
2000-02-24,460.168377,460.168377,460.168377,460.168377,0.0,460.168377
2000-02-25,458.349609,458.349609,458.349609,458.349609,0.0,458.349609
2000-02-28,456.925640,456.925640,456.925640,456.925640,0.0,456.925640
2000-02-29,455.972938,455.972938,455.972938,455.972938,0.0,455.972938
2000-03-01,455.542665,455.542665,455.542665,455.542665,0.0,455.542665
2000-03-02,455.657927,455.657927,455.657927,455.657927,0.0,455.657927
2000-03-03,456.312533,456.312533,456.312533,456.312533,0.0,456.312533
2000-03-06,457.471332,457.471332,457.471332,457.471332,0.0,457.471332
2000-03-07,459.072094,459.072094,459.072094,459.072094,0.0,459.072094
2000-03-08,461.028856,461.028856,461.028856,461.028856,0.0,461.028856
2000-03-09,463.236539,463.236539,463.236539,463.236539,0.0,463.236539
2000-03-10,465.576588,465.576588,465.576588,465.576588,0.0,465.576588
2000-03-13,467.923339,467.923339,467.923339,467.923339,0.0,467.923339
2000-03-14,470.150769,470.150769,470.150769,470.150769,0.0,470.150769
2000-03-15,472.139264,472.139264,472.139264,472.139264,0.0,472.139264
2000-03-16,473.782039,473.782039,473.782039,473.782039,0.0,473.782039
2000-03-17,474.990874,474.990874,474.990874,474.990874,0.0,474.990874
2000-03-20,475.700856,475.700856,475.700856,475.700856,0.0,475.700856
2000-03-21,475.873856,475.873856,475.873856,475.873856,0.0,475.873856
2000-03-22,475.500584,475.500584,475.500584,475.500584,0.0,475.500584
2000-03-23,474.601086,474.601086,474.601086,474.601086,0.0,474.601086
2000-03-24,473.223665,473.223665,473.223665,473.223665,0.0,473.223665
2000-03-27,471.442291,471.442291,471.442291,471.442291,0.0,471.442291
2000-03-28,469.352625,469.352625,469.352625,469.352625,0.0,469.352625
2000-03-29,467.066884,467.066884,467.066884,467.066884,0.0,467.066884
2000-03-30,464.707815,464.707815,464.707815,464.707815,0.0,464.707815
2000-03-31,462.402103,462.402103,462.402103,462.402103,0.0,462.402103
2000-04-03,460.273567,460.273567,460.273567,460.273567,0.0,460.273567
2000-04-04,458.436510,458.436510,458.436510,458.436510,0.0,458.436510
2000-04-05,456.989586,456.989586,456.989586,456.989586,0.0,456.989586
2000-04-06,456.010495,456.010495,456.010495,456.010495,0.0,456.010495
2000-04-07,455.551817,455.551817,455.551817,455.551817,0.0,455.551817
2000-04-10,455.638181,455.638181,455.638181,455.638181,0.0,455.638181
2000-04-11,456.264950,456.264950,456.264950,456.264950,0.0,456.264950
2000-04-12,457.398467,457.398467,457.398467,457.398467,0.0,457.398467
2000-04-13,458.977860,458.977860,458.977860,458.977860,0.0,458.977860
2000-04-14,460.918314,460.918314,460.918314,460.918314,0.0,460.918314
2000-04-17,463.115625,463.115625,463.115625,463.115625,0.0,463.115625
2000-04-18,465.451795,465.451795,465.451795,465.451795,0.0,465.451795
2000-04-19,467.801368,467.801368,467.801368,467.801368,0.0,467.801368
2000-04-20,470.038171,470.038171,470.038171,470.038171,0.0,470.038171
2000-04-24,472.042085,472.042085,472.042085,472.042085,0.0,472.042085
2000-04-25,473.705497,473.705497,473.705497,473.705497,0.0,473.705497
2000-04-26,474.939081,474.939081,474.939081,474.939081,0.0,474.939081
2000-04-27,475.676592,475.676592,475.676592,475.676592,0.0,475.676592
2000-04-28,475.878424,475.878424,475.878424,475.878424,0.0,475.878424
2000-05-01,475.533740,475.533740,475.533740,475.533740,0.0,475.533740
2000-05-02,474.661048,474.661048,474.661048,474.661048,0.0,474.661048
2000-05-03,473.307214,473.307214,473.307214,473.307214,0.0,473.307214
2000-05-04,471.544940,471.544940,471.544940,471.544940,0.0,471.544940
