Date,Open,High,Low,Close,Volume,Adj Close
2000-02-01,480.701552,480.701552,480.701552,480.701552,0.0,480.701552
2000-02-02,480.825850,480.825850,480.825850,480.825850,0.0,480.825850
2000-02-03,480.949503,480.949503,480.949503,480.949503,0.0,480.949503
2000-02-04,481.071868,481.071868,481.071868,481.071868,0.0,481.071868
2000-02-07,481.192310,481.192310,481.192310,481.192310,0.0,481.192310
2000-02-08,481.310203,481.310203,481.310203,481.310203,0.0,481.310203
2000-02-09,481.424934,481.424934,481.424934,481.424934,0.0,481.424934
2000-02-10,481.535909,481.535909,481.535909,481.535909,0.0,481.535909
2000-02-11,481.642549,481.642549,481.642549,481.642549,0.0,481.642549
2000-02-14,481.744303,481.744303,481.744303,481.744303,0.0,481.744303
2000-02-15,481.840640,481.840640,481.840640,481.840640,0.0,481.840640
2000-02-16,481.931062,481.931062,481.931062,481.931062,0.0,481.931062
2000-02-17,482.015097,482.015097,482.015097,482.015097,0.0,482.015097
2000-02-18,482.092310,482.092310,482.092310,482.092310,0.0,482.092310
2000-02-22,482.162299,482.162299,482.162299,482.162299,0.0,482.162299
2000-02-23,482.224702,482.224702,482.224702,482.224702,0.0,482.224702
2000-02-24,482.279193,482.279193,482.279193,482.279193,0.0,482.279193
2000-02-25,482.325491,482.325491,482.325491,482.325491,0.0,482.325491
2000-02-28,482.363354,482.363354,482.363354,482.363354,0.0,482.363354
2000-02-29,482.392586,482.392586,482.392586,482.392586,0.0,482.392586
2000-03-01,482.413034,482.413034,482.413034,482.413034,0.0,482.413034
2000-03-02,482.424594,482.424594,482.424594,482.424594,0.0,482.424594
2000-03-03,482.427204,482.427204,482.427204,482.427204,0.0,482.427204
2000-03-06,482.420852,482.420852,482.420852,482.420852,0.0,482.420852
2000-03-07,482.405569,482.405569,482.405569,482.405569,0.0,482.405569
2000-03-08,482.381436,482.381436,482.381436,482.381436,0.0,482.381436
2000-03-09,482.348579,482.348579,482.348579,482.348579,0.0,482.348579
2000-03-10,482.307166,482.307166,482.307166,482.307166,0.0,482.307166
2000-03-13,482.257415,482.257415,482.257415,482.257415,0.0,482.257415
2000-03-14,482.199582,482.199582,482.199582,482.199582,0.0,482.199582
2000-03-15,482.133969,482.133969,482.133969,482.133969,0.0,482.133969
2000-03-16,482.060916,482.060916,482.060916,482.060916,0.0,482.060916
2000-03-17,481.980802,481.980802,481.980802,481.980802,0.0,481.980802
2000-03-20,481.894045,481.894045,481.894045,481.894045,0.0,481.894045
2000-03-21,481.801094,481.801094,481.801094,481.801094,0.0,481.801094
2000-03-22,481.702431,481.702431,481.702431,481.702431,0.0,481.702431
2000-03-23,481.598571,481.598571,481.598571,481.598571,0.0,481.598571
2000-03-24,481.490051,481.490051,481.490051,481.490051,0.0,481.490051
2000-03-27,481.377436,481.377436,481.377436,481.377436,0.0,481.377436
2000-03-28,481.261311,481.261311,481.261311,481.261311,0.0,481.261311
2000-03-29,481.142278,481.142278,481.142278,481.142278,0.0,481.142278
2000-03-30,481.020957,481.020957,481.020957,481.020957,0.0,481.020957
2000-03-31,480.897976,480.897976,480.897976,480.897976,0.0,480.897976
2000-04-03,480.773975,480.773975,480.773975,480.773975,0.0,480.773975
2000-04-04,480.649598,480.649598,480.649598,480.649598,0.0,480.649598
2000-04-05,480.525491,480.525491,480.525491,480.525491,0.0,480.525491
2000-04-06,480.402298,480.402298,480.402298,480.402298,0.0,480.402298
2000-04-07,480.280659,480.280659,480.280659,480.280659,0.0,480.280659
2000-04-10,480.161207,480.161207,480.161207,480.161207,0.0,480.161207
2000-04-11,480.044561,480.044561,480.044561,480.044561,0.0,480.044561
2000-04-12,479.931327,479.931327,479.931327,479.931327,0.0,479.931327
2000-04-13,479.822094,479.822094,479.822094,479.822094,0.0,479.822094
2000-04-14,479.717429,479.717429,479.717429,479.717429,0.0,479.717429
2000-04-17,479.617875,479.617875,479.617875,479.617875,0.0,479.617875
2000-04-18,479.523949,479.523949,479.523949,479.523949,0.0,479.523949
2000-04-19,479.436140,479.436140,479.436140,479.436140,0.0,479.436140
2000-04-20,479.354903,479.354903,479.354903,479.354903,0.0,479.354903
